mmwr_week,week,week_start,week_end,season,data_source,essence_category,respiratory_category,visit_type,demographic_category,demographic_group,percent,current_week_ending
202320,20,5/14/2023,5/20/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,5/17/2025
202320,20,5/14/2023,5/20/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,5/17/2025
202321,21,5/21/2023,5/27/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,5/24/2025
202321,21,5/21/2023,5/27/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,5/24/2025
202322,22,5/28/2023,6/3/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,5/31/2025
202322,22,5/28/2023,6/3/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,5/31/2025
202323,23,6/4/2023,6/10/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,6/7/2025
202323,23,6/4/2023,6/10/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,6/7/2025
202324,24,6/11/2023,6/17/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,6/14/2025
202324,24,6/11/2023,6/17/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,6/14/2025
202325,25,6/18/2023,6/24/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,6/21/2025
202325,25,6/18/2023,6/24/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,6/21/2025
202326,26,6/25/2023,7/1/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,6/28/2025
202326,26,6/25/2023,7/1/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,6/28/2025
202327,27,7/2/2023,7/8/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,7/5/2025
202327,27,7/2/2023,7/8/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,7/5/2025
202328,28,7/9/2023,7/15/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,7/12/2025
202328,28,7/9/2023,7/15/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,7/12/2025
202329,29,7/16/2023,7/22/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,7/19/2025
202329,29,7/16/2023,7/22/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,7/19/2025
202330,30,7/23/2023,7/29/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,7/26/2025
202330,30,7/23/2023,7/29/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,7/26/2025
202331,31,7/30/2023,8/5/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,8/2/2025
202331,31,7/30/2023,8/5/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,8/2/2025
202332,32,8/6/2023,8/12/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,8/9/2025
202332,32,8/6/2023,8/12/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,8/9/2025
202333,33,8/13/2023,8/19/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,8/16/2025
202333,33,8/13/2023,8/19/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,8/16/2025
202334,34,8/20/2023,8/26/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,8/23/2025
202334,34,8/20/2023,8/26/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,8/23/2025
202335,35,8/27/2023,9/2/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,8/30/2025
202335,35,8/27/2023,9/2/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,8/30/2025
202336,36,9/3/2023,9/9/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,9/6/2025
202336,36,9/3/2023,9/9/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,9/6/2025
202337,37,9/10/2023,9/16/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,9/13/2025
202337,37,9/10/2023,9/16/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,9/13/2025
202338,38,9/17/2023,9/23/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,9/20/2025
202338,38,9/17/2023,9/23/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,9/20/2025
202339,39,9/24/2023,9/30/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,9/27/2025
202339,39,9/24/2023,9/30/2023,2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,9/27/2025
202340,40,10/1/2023,10/7/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,10/5/2024
202340,40,10/1/2023,10/7/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,10/5/2024
202341,41,10/8/2023,10/14/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.02,10/12/2024
202341,41,10/8/2023,10/14/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06,10/12/2024
202342,42,10/15/2023,10/21/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,10/19/2024
202342,42,10/15/2023,10/21/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,10/19/2024
202343,43,10/22/2023,10/28/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,10/26/2024
202343,43,10/22/2023,10/28/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,10/26/2024
202344,44,10/29/2023,11/4/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,11/2/2024
202344,44,10/29/2023,11/4/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06,11/2/2024
202345,45,11/5/2023,11/11/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,11/9/2024
202345,45,11/5/2023,11/11/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06,11/9/2024
202346,46,11/12/2023,11/18/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,11/16/2024
202346,46,11/12/2023,11/18/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.07,11/16/2024
202347,47,11/19/2023,11/25/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,11/23/2024
202347,47,11/19/2023,11/25/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.07,11/23/2024
202348,48,11/26/2023,12/2/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,11/30/2024
202348,48,11/26/2023,12/2/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.08,11/30/2024
202349,49,12/3/2023,12/9/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,12/7/2024
202349,49,12/3/2023,12/9/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.07,12/7/2024
202350,50,12/10/2023,12/16/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,12/14/2024
202350,50,12/10/2023,12/16/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.08,12/14/2024
202351,51,12/17/2023,12/23/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,12/21/2024
202351,51,12/17/2023,12/23/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.08,12/21/2024
202352,52,12/24/2023,12/30/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,12/28/2024
202352,52,12/24/2023,12/30/2023,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.09,12/28/2024
202401,1,12/31/2023,1/6/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,1/4/2025
202401,1,12/31/2023,1/6/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06,1/4/2025
202402,2,1/7/2024,1/13/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,1/11/2025
202402,2,1/7/2024,1/13/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.07,1/11/2025
202403,3,1/14/2024,1/20/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,1/18/2025
202403,3,1/14/2024,1/20/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,1/18/2025
202404,4,1/21/2024,1/27/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,1/25/2025
202404,4,1/21/2024,1/27/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,1/25/2025
202405,5,1/28/2024,2/3/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,2/1/2025
202405,5,1/28/2024,2/3/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,2/1/2025
202406,6,2/4/2024,2/10/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,2/8/2025
202406,6,2/4/2024,2/10/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,2/8/2025
202407,7,2/11/2024,2/17/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,2/15/2025
202407,7,2/11/2024,2/17/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,2/15/2025
202408,8,2/18/2024,2/24/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,2/22/2025
202408,8,2/18/2024,2/24/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06,2/22/2025
202409,9,2/25/2024,3/2/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,3/1/2025
202409,9,2/25/2024,3/2/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,3/1/2025
202410,10,3/3/2024,3/9/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,3/8/2025
202410,10,3/3/2024,3/9/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,3/8/2025
202411,11,3/10/2024,3/16/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,3/15/2025
202411,11,3/10/2024,3/16/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,3/15/2025
202412,12,3/17/2024,3/23/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,3/22/2025
202412,12,3/17/2024,3/23/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,3/22/2025
202413,13,3/24/2024,3/30/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,3/29/2025
202413,13,3/24/2024,3/30/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06,3/29/2025
202414,14,3/31/2024,4/6/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,4/5/2025
202414,14,3/31/2024,4/6/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06,4/5/2025
202415,15,4/7/2024,4/13/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,4/12/2025
202415,15,4/7/2024,4/13/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,4/12/2025
202416,16,4/14/2024,4/20/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,4/19/2025
202416,16,4/14/2024,4/20/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,4/19/2025
202417,17,4/21/2024,4/27/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,4/26/2025
202417,17,4/21/2024,4/27/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,4/26/2025
202418,18,4/28/2024,5/4/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,5/3/2025
202418,18,4/28/2024,5/4/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,5/3/2025
202419,19,5/5/2024,5/11/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,5/10/2025
202419,19,5/5/2024,5/11/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,5/10/2025
202420,20,5/12/2024,5/18/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,5/17/2025
202420,20,5/12/2024,5/18/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,5/17/2025
202421,21,5/19/2024,5/25/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,5/24/2025
202421,21,5/19/2024,5/25/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,5/24/2025
202422,22,5/26/2024,6/1/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,5/31/2025
202422,22,5/26/2024,6/1/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,5/31/2025
202423,23,6/2/2024,6/8/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,6/7/2025
202423,23,6/2/2024,6/8/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,6/7/2025
202424,24,6/9/2024,6/15/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,6/14/2025
202424,24,6/9/2024,6/15/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,6/14/2025
202425,25,6/16/2024,6/22/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,6/21/2025
202425,25,6/16/2024,6/22/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,6/21/2025
202426,26,6/23/2024,6/29/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,6/28/2025
202426,26,6/23/2024,6/29/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,6/28/2025
202427,27,6/30/2024,7/6/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,7/5/2025
202427,27,6/30/2024,7/6/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,7/5/2025
202428,28,7/7/2024,7/13/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,7/12/2025
202428,28,7/7/2024,7/13/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.01,7/12/2025
202429,29,7/14/2024,7/20/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,7/19/2025
202429,29,7/14/2024,7/20/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,7/19/2025
202430,30,7/21/2024,7/27/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,7/26/2025
202430,30,7/21/2024,7/27/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,7/26/2025
202431,31,7/28/2024,8/3/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,8/2/2025
202431,31,7/28/2024,8/3/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.01,8/2/2025
202432,32,8/4/2024,8/10/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,8/9/2025
202432,32,8/4/2024,8/10/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,8/9/2025
202433,33,8/11/2024,8/17/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,8/16/2025
202433,33,8/11/2024,8/17/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,8/16/2025
202434,34,8/18/2024,8/24/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,8/23/2025
202434,34,8/18/2024,8/24/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,8/23/2025
202435,35,8/25/2024,8/31/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,8/30/2025
202435,35,8/25/2024,8/31/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.02,8/30/2025
202436,36,9/1/2024,9/7/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,9/6/2025
202436,36,9/1/2024,9/7/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,9/6/2025
202437,37,9/8/2024,9/14/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,9/13/2025
202437,37,9/8/2024,9/14/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,9/13/2025
202438,38,9/15/2024,9/21/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,9/20/2025
202438,38,9/15/2024,9/21/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,9/20/2025
202439,39,9/22/2024,9/28/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,9/27/2025
202439,39,9/22/2024,9/28/2024,2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,9/27/2025
202440,40,9/29/2024,10/5/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,10/5/2024
202440,40,9/29/2024,10/5/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,10/5/2024
202441,41,10/6/2024,10/12/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,10/12/2024
202441,41,10/6/2024,10/12/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,10/12/2024
202442,42,10/13/2024,10/19/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,10/19/2024
202442,42,10/13/2024,10/19/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,10/19/2024
202443,43,10/20/2024,10/26/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,10/26/2024
202443,43,10/20/2024,10/26/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03,10/26/2024
202444,44,10/27/2024,11/2/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,11/2/2024
202444,44,10/27/2024,11/2/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,11/2/2024
202445,45,11/3/2024,11/9/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,11/9/2024
202445,45,11/3/2024,11/9/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,11/9/2024
202446,46,11/10/2024,11/16/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,11/16/2024
202446,46,11/10/2024,11/16/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,11/16/2024
202447,47,11/17/2024,11/23/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,11/23/2024
202447,47,11/17/2024,11/23/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.04,11/23/2024
202448,48,11/24/2024,11/30/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,11/30/2024
202448,48,11/24/2024,11/30/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.05,11/30/2024
202449,49,12/1/2024,12/7/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,12/7/2024
202449,49,12/1/2024,12/7/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06,12/7/2024
202450,50,12/8/2024,12/14/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,12/14/2024
202450,50,12/8/2024,12/14/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.07,12/14/2024
202451,51,12/15/2024,12/21/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,12/21/2024
202451,51,12/15/2024,12/21/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.08,12/21/2024
202452,52,12/22/2024,12/28/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,12/28/2024
202452,52,12/22/2024,12/28/2024,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.1,12/28/2024
202501,1,12/29/2024,1/4/2025,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,1/4/2025
202501,1,12/29/2024,1/4/2025,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.1,1/4/2025
202502,2,1/5/2025,1/11/2025,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,1/11/2025
202502,2,1/5/2025,1/11/2025,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.09,1/11/2025
202503,3,1/12/2025,1/18/2025,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,1/18/2025
202503,3,1/12/2025,1/18/2025,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.1,1/18/2025
202504,4,1/19/2025,1/25/2025,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,1/25/2025
202504,4,1/19/2025,1/25/2025,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.1,1/25/2025
202505,5,1/26/2025,2/1/2025,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,2/1/2025
202505,5,1/26/2025,2/1/2025,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.09,2/1/2025
202506,6,2/2/2025,2/8/2025,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,2/8/2025
202506,6,2/2/2025,2/8/2025,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.1,2/8/2025
202507,7,2/9/2025,2/15/2025,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0,2/15/2025
202507,7,2/9/2025,2/15/2025,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.08,2/15/2025
202508,8,2/16/2025,2/22/2025,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,2/22/2025
202508,8,2/16/2025,2/22/2025,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.07,2/22/2025
202509,9,2/23/2025,3/1/2025,2024-2025,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,00_04,0.01,3/1/2025
202509,9,2/23/2025,3/1/2025,2024-2025,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.07,3/1/2025
